0.47,-0.14,1
-0.23,-0.02,1
-0.9,0.17,1
-0.35,0.96,-1
-0.68,0.61,-1
-0.94,-0.59,1
0.98,-0.33,1
0.06,0.2,-1
0.17,-0.15,1
-0.5,-0.61,1
0.09,-0.07,-1
-0.19,0.04,1
-0.8,-0.62,1
0.85,0.99,-1
0.36,0.1,1
0.27,0.36,-1
-0.99,-0.91,1
-0.69,-0.43,1
0.45,0.33,-1
0.91,-0.14,1
0.45,0,1
0.68,-0.77,1
-0.51,0.76,-1
-0.19,-0.69,1
0.71,-0.41,1
-0.65,-0.39,1
-0.17,-0.54,1
-0.98,-0.03,1
-0.55,-0.82,1
0.55,-0.66,1
0.92,-0.91,1
0.69,0.95,-1
0.38,-0.91,1
-0.86,0.92,-1
0.08,0.3,-1
-0.68,-0.99,1
-0.66,0.14,1
-0.25,-0.46,1
0.92,1,-1
-0.1,-0.85,1
-0.53,-0.96,1
-0.3,0.43,-1
-0.03,-0.87,1
-0.78,0.78,-1
-0.03,0.63,-1
-0.4,0.19,-1
0.79,-0.91,1
0.13,0.86,-1
-0.28,-0.83,1
0.97,0.01,1
0.21,-0.1,1
0.1,-0.05,1
0.92,0.54,1
0.83,-0.38,1
0.98,0.29,1
0.62,-0.68,1
0.37,0.6,-1
0.02,-0.76,1
0.93,-0.69,1
0.31,-0.03,1
-0.54,-0.45,1
-0.26,-0.3,1
0.23,-0.79,1
0.02,0.33,-1
-0.89,0.71,1
0.14,0.6,-1
-0.96,0.65,1
-0.68,-0.49,1
-0.63,-0.91,1
-0.29,-0.69,1
-0.02,-0.26,1
-0.79,0.35,1
-0.51,-0.84,1
0.41,-0.13,1
-0.02,0.65,-1
-0.18,-0.25,1
-0.25,0.21,-1
-0.8,-0.6,1
0.52,-0.66,1
-0.51,-0.94,1
0.64,0.75,-1
-0.17,-0.18,1
-0.35,0.69,-1
-0.06,-0.07,1
0.83,-0.85,1
-0.59,-0.63,1
0.38,-0.75,1
0.24,0.62,-1
-0.58,0.7,-1
0.47,0.19,1
-0.63,-0.89,1
0.46,0.11,1
-0.47,0.65,-1
-0.41,0.95,-1
-0.63,-0.51,1
0.81,-0.03,1
0.67,-0.92,1
0.45,-0.33,1
0.65,0.59,-1
-0.15,0.32,-1
0.7,-0.85,1
-0.78,0.81,-1
0.55,-0.09,1
0.36,-0.61,1
-0.43,-0.69,1
-0.65,-0.26,1
-0.39,-0.66,1
0.37,-0.44,1
0.19,0.29,-1
0.46,0.31,1
0.94,0.4,1
0.26,0.78,-1
-0.72,0.54,-1
0.49,0.66,-1
0.68,-0.46,1
0.46,-0.35,1
-0.99,-0.54,1
0.84,0.43,1
0.6,0.15,1
-0.31,0.36,-1
-0.71,-0.5,1
0.88,0.48,1
0.37,-0.14,1
-0.66,-0.48,1
-0.27,-0.44,1
0.62,-0.94,1
-0.03,0.49,-1
-0.66,-0.95,1
-0.34,0.38,-1
0.11,0.09,1
0.14,-0.57,1
-0.01,-0.57,1
-0.52,0.5,-1
-0.01,0.66,-1
0.06,-0.3,1
0.14,-0.22,1
-0.34,0.34,-1
0.59,-1,1
-0.89,-0.57,1
-0.47,-0.82,1
-0.37,0.33,-1
-0.1,0.73,-1
0.52,0.31,-1
0.48,-0.89,1
0.37,0.52,-1
-0.15,0.73,-1
-0.03,0.84,-1
0.27,-0.11,1
-0.19,-0.32,1
-0.36,0.92,-1
-0.35,0.01,1
-0.72,0.34,1
-0.09,-0.03,1
0.5,0.88,-1
0.72,-0.23,1
0.61,-0.92,1
0.61,0.62,-1
0.65,-0.38,1
0.21,0.58,-1
0.14,0.24,-1
-1,-0.43,1
-0.06,0.16,-1
0.61,0.95,-1
-0.29,0.81,-1
-0.04,0.9,-1
-0.77,0.71,-1
-0.71,0.49,1
0.02,0.33,-1
-0.04,-0.85,1
0.36,0.54,-1
0.84,0.28,1
-0.34,0.92,-1
0.44,0.66,-1
-0.39,-0.98,1
-0.41,0.19,1
-0.42,0.32,-1
-0.57,-0.99,1
-0.23,-0.68,1
-0.75,-0.61,1
0.83,0.07,1
-0.04,-0.18,1
0.98,-0.87,1
0.37,1,-1
-0.28,-0.43,1
-0.18,-0.44,1
0.92,-0.6,1
-0.65,-0.66,1
0.44,0.29,-1
-0.94,-0.66,1
-0.59,-0.74,1
0.72,0.43,-1
0.08,-0.91,1
0.98,0.26,1
-0.57,-0.48,1
-0.67,0.68,-1
0.44,-0.55,1
0.76,-0.33,1
0.28,0.64,-1
-0.08,0.26,-1
-0.15,-0.35,1
0.66,-0.33,1
0.52,0,1
-0.7,-0.83,1
-0.56,-0.65,1
0.81,0.1,1
0.43,0.8,-1
-0.51,-0.99,1
0.28,0.26,-1
0.97,0.22,1
0.76,0.28,1
-0.62,-0.87,1
0.67,-0.93,1
-0.93,-0.84,1
0.29,-0.04,1
0.45,0.46,-1
-0.83,-0.09,1
-0.46,0.69,-1
0.58,0.96,-1
0.32,0.7,-1
0.94,-0.57,1
0.91,0.19,1
0.33,-0.84,1
-0.06,0.53,-1
0.32,0.35,-1
0.79,0.47,1
0.43,-0.49,1
-0.53,0.58,-1
-0.15,-0.28,1
0.44,0.59,-1
0.97,-0.69,1
-0.96,-0.65,1
-0.34,-0.64,1
-0.43,0.96,-1
-0.59,0.02,1
-0.61,-0.55,1
-0.15,0.33,-1
0.88,-0.53,1
0.44,0.32,-1
-0.75,-0.61,1
0.12,-0.2,1
0.46,-0.34,1
-0.72,-0.74,1
-0.92,0.94,-1
-0.86,-0.72,1
0.3,0.71,-1
-0.19,0.52,-1
0.45,-0.72,1
-0.26,0.7,-1
0.08,-0.59,1
-0.86,0.66,1
1,-0.99,1
0.71,0.96,-1
0.33,0.68,-1
-0.19,0.84,-1
0.97,-0.55,1
0.58,-0.99,1
0.72,0.05,1
0.22,0.83,-1
0.09,-0.31,1
-0.36,0.14,-1
-0.96,1,1
0.79,-0.64,1
0.18,-0.54,1
-0.76,0.62,-1
0.48,0.26,1
-0.36,-0.77,1
-0.3,-0.69,1
-0.79,0.7,1
-0.28,-0.06,1
0.03,0.24,-1
-0.21,0.96,-1
-0.61,0.25,1
-1,-0.76,1
-0.72,0.08,1
-0.83,-0.52,1
-0.65,0.49,1
-0.48,0.27,1
-0.31,0.05,1
-0.6,0.23,1
0.72,-0.15,1
-0.71,0.87,-1
0.8,0.14,1
0.05,0.64,-1
0.63,-0.32,1
0.79,-0.28,1
-0.92,0.08,1
-0.43,-0.93,1
0.9,0.63,1
0.56,-0.38,1
-0.24,0.61,-1
-0.64,-0.16,1
0.39,0.6,-1
0.22,0.36,-1
-0.01,-0.45,1
-0.57,-0.14,1
0.59,0.32,1
0.49,0.88,-1
0.62,0.77,-1
-0.63,-0.14,1
0.38,0.14,1
-0.39,0.9,-1
-0.48,0.09,1
-0.54,-0.41,1
-0.99,-0.73,1
0.12,-0.08,1
0.24,0.81,-1
0.38,0.7,-1
-0.08,-0.92,1
-0.68,0.91,-1
0.94,-0.61,1
-0.91,-0.09,1
-0.86,-0.06,1
-0.07,0.48,-1
-0.76,0.16,1
0.76,0.01,1
-0.15,-0.7,1
0.23,-0.05,1
-0.29,-0.65,1
-0.77,-0.01,1
-0.23,-0.8,1
-0.51,0.04,1
-0.54,-0.93,1
-0.19,0.47,-1
1,-0.34,1
0.65,0.39,1
0.63,0.83,-1
-0.72,-0.98,1
0.35,0.33,-1
-0.03,-0.2,1
-0.81,0.04,1
0.64,0.72,-1
-0.47,-0.68,1
0.49,0.48,-1
0.07,0.42,-1
-0.86,0.96,-1
-0.28,-0.82,1
0.12,-0.87,1
-0.92,0.38,1
0.82,0.08,1
-0.87,0.61,1
0.49,-0.05,1
-0.11,-0.98,1
0.92,-0.08,1
0.21,0.54,-1
0.84,0.29,1
0.55,-0.27,1
0.22,-0.95,1
-0.09,0.72,-1
-0.43,-0.72,1
0.63,-0.38,1
0.79,-0.69,1
-0.39,0.35,-1
-0.52,-0.13,1
-0.87,-0.11,1
-0.1,0.01,1
-0.95,0.05,1
-0.48,0.88,-1
0.28,-0.12,1
0.01,0.33,-1
0.22,-0.02,1
-0.96,0.37,1
-0.46,-0.82,1
0.48,0.18,-1
0.26,-0.31,1
0.65,0.02,1
0.49,-0.01,1
-0.84,-0.09,1
-0.05,0.15,-1
-0.67,-0.51,1
-0.32,0.02,1
0.78,0.61,-1
0.14,0.43,-1
-0.04,0.35,-1
-0.91,-0.64,1
0.82,-0.79,1
0.08,-0.19,1
-0.5,-0.33,1
-0.72,0.04,1
-0.75,0.51,1
-0.08,-0.67,1
0,-0.38,1
0.49,0.15,1
-0.05,-0.06,1
-0.69,-0.43,1
0.67,0.11,1
-0.9,0.72,1
0.62,0.6,-1
0.19,-0.06,-1
0.72,0.93,-1
-0.26,0.28,-1
0.27,0.29,-1
0.6,0.76,-1
0.37,0.97,-1
-0.71,0.07,1
-0.76,-0.85,1
-0.86,-0.81,1
-0.99,-0.45,1
0.64,-0.71,1
-0.35,0.44,-1
-0.79,0.91,-1
-0.3,0.32,-1
0.16,-0.39,1
0.72,-0.75,1
-0.43,0.58,-1
0.5,-0.51,1
-0.17,0.96,-1
0.09,-0.89,1
0.18,0.03,1
-0.89,-0.11,1
0.29,-0.92,1
-0.37,0.16,-1
0.19,0.71,-1
-0.47,0.85,-1
-0.85,0.82,-1
0.76,0.17,1
0.85,-0.93,1
0.29,0.34,-1
0.23,0.27,-1
0.13,0.52,-1
0.63,0.17,1
-0.35,-0.57,1
-0.9,-0.73,1
-0.64,0.58,-1
-0.61,0.68,-1
-0.35,0.22,1
0.97,0.23,1
0.61,-0.24,1
-0.67,-0.83,1
0.26,-0.82,1
-0.65,0.56,-1
0.37,-0.04,1
0.91,-0.15,1
-0.76,0.04,1
-0.03,-0.83,1
-0.88,-0.7,1
0.89,-0.93,1
0.36,-0.58,1
0.97,0.33,1
-0.34,-0.21,1
-0.56,0.82,-1
-0.24,0.27,-1
0.71,-0.92,1
-0.6,-0.13,1
-0.13,-0.03,1
0.36,0.06,-1
-0.16,0.56,-1
0.56,0.61,-1
-0.22,-0.41,1
-0.48,0.92,-1
0.22,-0.15,1
-0.04,0.02,-1
-0.16,0.47,-1
0.63,-0.19,1
-0.57,0.15,1
0.85,0.02,1
-0.84,0.41,1
-0.18,0.43,-1
-0.33,0.73,-1
0.7,0.95,-1
-0.29,-0.73,1
-0.39,0.32,-1
0.8,0.03,1
-0.53,-0.68,1
-0.21,0.44,-1
-0.4,-0.62,1
-0.91,0.02,1
-0.99,-0.16,1
0.18,0.82,-1
0.61,0.43,-1
0.25,-0.76,1
0.72,0.01,1
-0.87,0.53,1
-0.33,-0.2,1
0.53,0.04,1
-0.51,0.78,-1
-0.18,0.94,-1
-0.02,-0.36,1
-0.63,-0.75,1
0.47,-0.07,1
0.59,-0.03,1
-0.24,-0.34,1
-0.32,-0.83,1
0.95,0.77,1
0.38,0.99,-1
-0.78,-0.06,1
-0.06,-0.13,1
0.59,0.05,1
-0.36,-0.21,1
0.82,-0.77,1
-0.55,-0.99,1
0.72,-0.2,1
0.37,0.77,-1
0.16,-0.21,1
-0.34,-0.33,1
-0.84,-0.42,1
-0.76,-0.99,1
-0.82,-0.49,1
0.12,-0.31,1
0.83,0.2,1
0.17,-0.55,1
0.25,-0.97,1
0.96,0.87,1
0.73,-0.91,1
-0.36,-0.58,1
-0.46,-0.69,1
0.42,-0.27,1
1,-0.49,1
0.74,0.66,-1
-0.83,-0.08,1
-0.37,-0.04,1
-0.04,0.48,-1
0.31,-0.42,1
0.84,0.61,1
-0.57,0.87,-1
0.82,-0.85,1
-0.3,-0.89,1
0.7,0.83,-1
0.61,0.23,1
-0.7,0.34,1
0.65,-0.96,1
-0.32,-0.47,1
0.91,-0.75,1
0.22,0.96,-1
0.09,-0.24,1
0.89,0.11,1
-0.81,0.12,1
-0.55,-0.83,1
0.42,-0.4,1
0.56,-0.22,1
-0.53,-0.7,1
-0.97,0.15,1
0.7,-0.18,1
-0.33,-0.51,1
0.04,0.97,-1
0.35,-0.36,1
0.16,-0.96,1
0.55,0.54,-1
-0.98,0.09,1
-0.47,0.46,-1
0.88,-0.22,1
-0.79,0.82,-1
0.67,-0.31,1
-0.76,0.71,-1
0.92,0.66,1
0.21,0.73,-1
-0.63,-0.27,1
-0.16,0.18,-1
-0.93,0.12,1
0.84,-0.65,1
0.71,0.83,-1
-0.03,-0.72,1
0.46,-0.57,1
-0.66,0.15,1
-0.12,0.46,-1
-0.99,0.58,1
-0.25,-0.84,1
-0.76,0.58,-1
-0.56,-0.67,1
-0.67,-0.68,1
0.03,0.43,-1
0.96,0.16,1
0.25,-0.43,1
0.55,-0.28,1
0.27,-0.31,1
-0.1,-0.33,1
-0.78,0.46,1
0.83,0.86,-1
-0.74,0.2,1
0.17,-0.8,1
-0.68,-0.44,1
-0.11,-0.38,1
-0.91,-0.05,1
-0.9,-0.52,1
-0.56,-0.7,1
-0.83,0.1,1
0.3,0.4,-1
0.39,0.45,-1
0.15,-0.89,1
0.62,0.8,-1
0.02,0.03,-1
-0.82,0.4,1
0.71,0.13,1
-0.74,-0.28,1
0.21,0.42,-1
-0.5,0.78,-1
-0.71,-0.23,1
0.85,0.97,-1
0.12,0.98,-1
0.72,-0.1,1
-0.93,0.08,1
0.15,-0.15,1
0.04,0.3,-1
-0.61,0.24,1
-0.28,0.28,-1
-0.59,-0.27,1
-0.37,0.46,-1
0.65,0.81,-1
0.33,0.3,-1
0.72,-0.7,1
0.63,0.09,1
-0.88,-0.19,1
-0.09,0.14,-1
0.02,-0.93,1
0.36,-0.21,1
-0.14,0.02,-1
0.63,-0.09,1
-0.74,-0.32,1
-0.34,-0.77,1
0.11,-0.39,1
0.64,0.55,-1
0.19,0.14,-1
0.22,-0.91,1
-0.02,0.42,-1
-0.24,0.05,-1
-0.06,0.66,-1
0,-1,1
-0.75,-0.55,1
-0.16,-0.88,1
-0.87,0.22,1
-0.4,0.07,-1
0.2,0.96,-1
-0.72,-0.63,1
-0.01,0.54,-1
-0.29,0.21,-1
0.66,0.94,-1
-0.22,0.08,-1
0.31,-0.67,1
-0.71,0.97,-1
0.63,0.37,-1
0.94,-0.61,1
0.82,0.76,-1
-0.92,-0.36,1
-1,0.31,1
-0.35,0.33,-1
-0.67,-0.84,1
0.33,0.21,-1
0.36,0.33,-1
-0.61,0.71,-1
0.92,-0.15,1
0.93,0.07,1
-0.65,0.02,1
-0.82,0.83,-1
0.8,-0.21,1
-0.09,-0.57,1
0.86,-0.61,1
0.64,0.79,-1
0.29,-0.51,1
0.48,0.97,-1
0.04,0.41,-1
0.24,0.26,-1
-0.08,-0.56,1
0.07,-0.28,1
-0.32,-0.25,1
-0.04,0.92,-1
-0.36,0.39,-1
-0.89,-0.89,1
-0.13,0.29,-1
0.91,-0.29,1
-0.27,-0.39,1
-0.85,0.55,1
0.77,0.06,1
-0.34,-0.04,1
0.38,-0.53,1
-0.66,-0.79,1
-0.6,0.03,1
0.09,0.71,-1
-0.13,-0.27,1
-0.74,-0.48,1
0.3,0.02,1
0.02,0.64,-1
-0.34,-0.2,1
-0.41,0.3,-1
-0.43,-0.24,1
0.81,0.95,-1
-0.51,-0.07,1
0.43,0.76,-1
0.62,-0.91,1
-0.62,-1,1
0.57,0.99,-1
0.51,-0.74,1
-0.4,1,-1
-0.94,-0.28,1
0.88,0.97,-1
-0.37,-0.26,1
-0.79,0.8,-1
-0.54,0.4,-1
-0.63,0.23,1
0.69,-0.37,1
0.4,-0.74,1
0.5,-0.56,1
0.2,0.88,-1
0.49,-0.51,1
0.5,-0.44,1
-0.86,-0.07,1
-0.3,-0.63,1
-0.32,-0.78,1
-0.71,0.71,-1
-0.68,0.26,1
0.4,-0.49,1
0.94,0.16,1
-0.34,-0.81,1
-0.86,0.17,1
0.36,-0.89,1
-0.94,0.05,1
0.46,0.45,-1
0.38,-0.95,1
0.46,-0.03,1
-0.28,0.14,1
-0.9,0.35,1
-0.75,-0.91,1
-0.45,-0.42,1
0.46,0.47,-1
-0.01,0.82,-1
0.71,0.71,-1
-0.9,-0.92,1
-0.87,0.54,1
0.42,-0.16,1
-0.16,0.93,-1
0.35,0.35,-1
0.32,-0.03,1
-0.76,0.83,-1
-0.23,-0.19,1
-0.91,-0.21,1
0.06,0.49,-1
-0.02,0.51,-1
0.91,-0.71,1
-0.74,-0.88,1
-0.33,-0.87,1
-0.93,-0.29,1
-0.49,0.59,-1
-0.81,-0.73,1
0.78,-0.79,1
-0.12,0.32,-1
-0.43,0.31,-1
0.69,-0.81,1
0.9,-0.46,1
0.37,-0.91,1
-0.75,-0.02,1
0.17,-0.46,1
0.4,-0.16,1
-0.95,-0.27,1
0.96,-0.19,1
-0.05,0.31,-1
0.86,-0.89,1
-1,-0.11,1
-0.93,-0.17,1
-0.28,0.24,-1
0.64,-0.37,1
0.45,-0.46,1
0.75,-0.03,1
-0.1,-0.98,1
0.69,0.32,1
-0.02,-0.45,1
-0.21,0.73,-1
-0.18,-0.1,1
-0.6,0.8,-1
0.61,0.11,1
-0.25,-0.15,1
-0.11,0.8,-1
0.98,0.28,1
0.63,-0.4,1
-1,0.57,1
0.29,-0.88,1
0.71,-0.03,1
-0.09,0.73,-1
0.51,-0.11,1
0.15,-0.48,1
0.71,-0.35,1
-0.36,-0.82,1
0.27,-0.03,1
-0.67,-0.43,1
0.28,0.97,-1
-0.93,0.7,1
0.07,0.04,-1
-0.3,-0.56,1
-0.37,0.82,-1
0.33,0.99,-1
-0.6,0.83,-1
-0.1,-0.52,1
0.46,0.94,-1
-0.74,0.63,1
-0.24,-0.28,1
0.34,-0.04,1
0.09,-0.14,1
-0.64,0.74,-1
-0.12,-0.82,1
-0.79,-0.53,1
1,0.49,1
0.41,0.34,-1
-0.75,0.77,-1
0.26,0.58,-1
-0.74,-0.44,1
-0.91,0.16,1
0.38,-0.05,1
0.53,-0.36,1
-0.2,0.79,-1
-0.25,0.18,-1
0.05,-0.92,1
-0.96,0.05,1
0.17,-0.21,1
0.65,-0.5,1
0.62,-0.68,1
0.2,0.74,-1
-0.08,-0.5,1
-0.09,-0.45,1
-0.18,-0.95,1
0.75,-0.43,1
-0.19,0.03,1
-0.43,0.6,-1
-0.23,-0.84,1
-0.75,0.08,1
-0.6,-0.38,1
0.99,-0.99,1
-0.23,0.46,-1
0.96,-0.06,1
0.46,0.34,-1
-0.27,-0.38,1
0.93,-0.48,1
-0.74,-0.83,1
-0.8,0.51,1
-1,0.83,1
0.03,0.65,-1
0.33,-0.14,1
-0.31,0.25,-1
0.49,-0.67,1
-0.24,0.18,-1
-0.84,-0.12,1
0.24,0.14,1
-0.72,-0.66,1
-0.64,-0.35,1
0.94,-0.1,1
0.59,0.83,-1
0.62,0.81,-1
-0.84,0.25,1
0.08,0.44,-1
0.46,0.32,-1
0.23,-0.05,1
0.72,0.54,-1
0.86,-0.77,1
0.99,0.96,1
-0.41,-0.43,1
-0.23,-0.69,1
-0.67,0.58,-1
0.43,-0.11,1
0.59,0.54,-1
0.05,-0.92,1
0.27,-0.41,1
-0.55,-0.06,1
0.55,-0.87,1
-0.55,-0.3,1
-0.08,0.82,-1
0.65,-0.35,1
0.9,-0.03,1
0.71,-0.9,1
-0.69,-0.2,1
0.13,-0.08,1
0.47,0.44,-1
0.12,-0.97,1
0.68,-0.85,1
0.95,0.14,1
0.99,-0.93,1
-0.06,-0.47,1
-0.02,-0.13,1
0.12,0.13,-1
-0.63,0.2,1
-0.99,0.1,1
0.37,-0.46,1
-0.49,-0.13,1
0.36,0.17,1
0.41,0.6,-1
-0.75,-0.13,1
-0.06,-0.76,1
-0.1,0.9,-1
-0.64,-0.24,1
-0.83,0.68,1
0.46,-0.97,1
-0.47,0.32,1
0.02,-0.71,1
-0.8,0.29,1
-0.59,0.37,1
0.06,-0.85,1
0.32,0.72,-1
0.07,-0.18,1
0.35,-0.75,1
0.45,0.64,-1
0.58,-0.07,1
-0.93,0.51,1
0.13,-0.58,1
-0.16,0.93,-1
0.09,-0.42,1
0.65,-0.04,1
0.66,-0.95,1
-0.85,0.1,1
-0.43,-0.18,1
-0.09,-0.17,1
0.93,-0.27,1
0.65,0.38,-1
-0.04,0.48,-1
-0.18,0.9,-1
0.48,0.94,-1
0.41,-0.79,1
-0.95,-0.74,1
1,-0.03,1
-0.92,0.03,1
0.98,-0.19,1
0.13,-1,1
-0.96,0.36,1
-0.79,0.7,1
0.72,-0.63,1
-0.85,0.6,1
0.42,-0.57,1
0.96,-0.73,1
-0.06,-0.26,1
0.74,0.31,1
-0.77,-0.26,1
-0.56,0.14,1
-0.34,-0.58,1
0.6,-0.23,1
-0.08,-0.23,1
-0.85,-0.85,1
-0.55,-0.88,1
-0.37,-0.89,1
0.2,0.21,-1
-0.35,-0.61,1
-0.46,0.48,-1
0.49,-0.31,1
0.03,-0.75,1
0.42,0.7,-1
-0.12,0.75,-1
0.5,0.73,-1
0.75,0.03,1
-0.73,-0.83,1
-0.9,0.79,-1
0.98,-0.94,1
0.86,-0.28,1
-0.96,-0.5,1
0.46,-0.7,1
0.43,0.77,-1
-0.21,-0.39,1
-0.78,-0.47,1
0.63,0.81,-1
-0.23,-0.75,1
0.02,-0.07,1
-0.54,-0.38,1
0.93,-0.34,1
0.39,-0.8,1
0.83,-0.65,1
-0.04,-0.04,1
0.47,0.53,-1
0.77,-0.94,1
1,-0.41,1
-0.89,-0.92,1
0.86,0.39,1
0.29,-0.23,1
-0.77,-0.85,1
0.16,0.21,-1
0.52,-0.95,1
0.3,-0.12,1
-0.04,0.78,-1
-0.74,0.11,1
0.14,-0.28,1
-0.2,-0.46,1
0.51,0.63,-1
-0.12,0.87,-1
-0.54,-0.13,1
-0.35,-1,1
-0.67,-0.73,1
0.85,-0.19,1
0.91,-0.88,1
-0.91,0.81,-1
-0.04,0.65,-1
-0.54,-0.7,1
0.82,0.45,1
0.17,0.1,-1
